"first_name","last_name","age","nba_experience","most_recent_year","games","starts","minutes","points","two_points_made","two_points_attempted","three_points_made","three_points_attempted","free_throws_made","free_throws_attempted","blocked_shot_attempts","offensive_rebounds","defensive_rebounds","assists","screen_assists","turnovers","steals","deflections","loose_balls_recovered","blocked_shots","personal_fouls","personal_fouls_drawn","offensive_fouls","charges_drawn","technical_fouls","flagrant_fouls","ejections","points_off_turnovers","points_in_paint","second_chance_points","fast_break_points","possessions","estimated_possessions","team_possessions","usage_percentage_wa","true_shooting_percentage_wa","three_point_attempt_rate_wa","free_throw_rate_wa","offensive_rebounding_percentage_wa","defensive_rebounding_percentage_wa","total_rebounding_percentage_wa","assist_percentage_wa","steal_percentage_wa","block_percentage_wa","turnover_percentage_wa","internal_box_plus_minus_wa","birth_date","nba_probability","scorer_score","scorer_percentile","shot_blocker_score","shot_blocker_percentile","rebounder_score","rebounder_percentile","assist_to_turnover_ratio","facilitator_score","facilitator_percentile","three_point_percentage","floor_spacer_score","floor_spacer_percentile","two_point_percentage","free_throw_percentage","post_scorer_score","post_scorer_percentile","scorer_tier","post_scorer_tier","rebounder_tier","facilitator_tier","shot_blocker_tier","floor_spacer_tier","steal_pctile","block_pctile","defense_score","defense_percentile"
"Yannick","Afflalo",28,FALSE,2020,12,9,23.39,7.75,3.08,5.83,0.17,0.83,1.08,1.83,0.25,1.67,3.92,1.5,0,0.92,1.08,0,0,0.25,2.58,1.58,0,0,0,0,0,0,0,0,0,42.79,42.79,177.6,17.04,0.52,0.12,0.28,9.57,20.01,13.58,10.86,2.31,1.55,10.93,0.37,1993-10-05,0.160829922207932,-0.375249088819378,34.4,1.61318990903525,75.9,3.90232795035575,91.4,1.6304347826087,1.45009625203036,74.6,0.204819277108434,-1.43660795716172,21.5,0.528301886792453,0.59016393442623,-0.22985791918751,34.3,"Below Average","Below Average","Great","Good","Good","Poor",0.709239130434783,0.666440217391304,0.687839673913043,81.4
"Giffey","Agravanis",25,FALSE,2021,5,1,4.16,0.4,0.2,1,0,0.4,0,0,0.2,0,0.8,0.4,0,0.2,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,7.22,7.22,318.99,19.57,0.14,0.29,0,0,25.64,12.7,16.33,0,0,12.5,-16.22,1996-05-15,0.107884092578206,-12.5125011387335,2.9,-5.15444621526793,3.9,-3.15200196144982,11.9,2,-0.440068127901928,33.8,0,-9.93566080853885,2.8,0.2,NA,NA,NA,"Poor","Poor","Poor","Below Average","Poor","Poor",0,0,0,0
"Gee","Ahearn",34,TRUE,2018,114,72,24.77,12.68,4.96,9.12,0.38,1.65,1.64,2.79,0.24,2.03,3.98,2.09,0,1.75,1.18,0,0,0.75,1.95,2.45,0,0,0,0,0,0,0,0,0,44.81,44.81,106.06,26.24,0.53,0.14,0.28,11.04,20.82,16.3,16.4,2.79,3.3,12.75,3.21,1987-05-19,0.831682615814923,1.58529908834467,62.1,1.75410372072486,77.5,4.40583561484894,93.6,1.19428571428571,1.84039259925238,80.3,0.23030303030303,-0.847884683682063,29.1,0.543859649122807,0.587813620071685,1.01865135361967,62.2,"Above Average","Above Average","Great","Good","Good","Below Average",0.842391304347826,0.845788043478261,0.844089673913043,96.1
"Printezis","Akdamar",35,FALSE,2021,6,0,5.8,1.67,0.17,0.33,0.33,0.33,0.33,1,0,0.17,0.67,0.67,0,0.33,0.33,0,0,0,0.17,0.67,0,0,0,0,0,0,0,0,0,11.06,11.06,177.84,11.11,0.75,0.5,1,3.02,14.68,9.94,19.31,3.53,0,23.15,5.27,1986-12-23,0.0740586445298843,3.32296626870979,83.7,-5.2289973753992,3.9,-3.17714841869739,11.8,2.03030303030303,-2.56083880567146,10.3,1,3.80898824250308,92.4,0.515151515151515,0.33,-2.72816274867655,7.7,"Good","Poor","Poor","Poor","Poor","Great",0.942255434782609,0,0.471127717391304,43
"Ethan","Akele",28,FALSE,2021,19,12,28.21,9.79,2.53,5.21,1.11,4.11,1.42,2.11,0.47,0.63,1.95,1.95,0,1.68,0.63,0,0,0.05,2.42,2.26,0,0,0,0,0,0,0,0,0,51.28,51.28,73.18,20.44,0.48,0.44,0.23,1.71,9.62,4.91,13.76,1.48,0.8,14.12,-4.14,1993-06-14,0.326674653423761,-0.677959203291023,31.3,0.532988451890068,58.9,-0.53563137641571,46.5,1.16071428571429,1.32574440946245,72.5,0.27007299270073,-0.629794502717659,32.9,0.485604606525912,0.672985781990521,-0.0793539758263595,37.3,"Below Average","Below Average","Below Average","Good","Above Average","Below Average",0.341711956521739,0.487092391304348,0.414402173913043,33.3
"Metin","Akognon",26,FALSE,2021,19,0,8.05,2.32,0.95,2.21,0,0,0.42,0.63,0.32,0.84,0.95,0.21,0,0.32,0.21,0,0,0.11,1.79,0.74,0,0,0,0,0,0,0,0,0,14.91,14.91,74.05,16.45,0.47,0,0.29,12.41,15.16,13.21,5.8,1.17,1.3,11.26,-6.24,1995-04-10,0.0680953239690247,-3.51857566121007,13.1,-0.8278073299329,34.4,-1.96054565174239,24.9,0.65625,-0.41259969919219,34.4,NA,-2.81713344671777,12.4,0.429864253393665,0.666666666666667,-2.45941641313636,8.7,"Poor","Poor","Poor","Below Average","Below Average","Poor",0.239130434782609,0.612771739130435,0.425951086956522,35.1
"Llovet","Akoon-Purcell",25,FALSE,2021,11,0,9.65,3.09,1.36,2.45,0,0,0.36,0.82,0.27,0.91,1.36,0.73,0,0.55,1,0,0,0.36,1.73,1.36,0,0,0,0,0,0,0,0,0,17.39,17.39,92.37,17.03,0.55,0,0.33,14.81,18.03,15.91,16.59,6.25,3.66,16.23,7.92,1996-04-05,0.0809891643104584,-1.23271009302987,26.3,-0.123665562972364,47.5,-1.20120519680617,36.1,1.32727272727273,-0.856983599056527,26.3,NA,-1.09142984385205,25.8,0.555102040816327,0.439024390243902,-0.930798949791036,24,"Below Average","Poor","Below Average","Below Average","Below Average","Below Average",0.992527173913043,0.860733695652174,0.926630434782609,99.4
"Landers","Akyazili",35,TRUE,2021,10,4,20.68,15.3,2.2,4.2,2.1,5.2,4.6,5.6,0.2,0.3,2,1.5,0,1.2,0.5,0,0,0,1.5,3.4,0,0,0,0,0,0,0,0,0,38.96,38.96,241.27,29.77,0.64,0.55,0.6,2.71,11.57,7.36,13.66,1.32,0,9.1,1.95,1986-02-04,0.424767309650374,5.26931172621792,96,-1.92389594291325,20.1,-0.822826597022865,42.4,1.25,1.87872171187225,80.7,0.403846153846154,4.58008994058628,95.5,0.523809523809524,0.821428571428571,1.88654383756288,80.8,"Elite","Good","Below Average","Good","Poor","Elite",0.283967391304348,0,0.141983695652174,12.3
"Gerard","Albicy",37,FALSE,2012,9,6,22.38,13.44,2.89,7.11,1.56,4.78,3,4.11,0.33,0.33,1,1.89,0,2.33,1.67,0,0,0,3,3.44,0,0,0,0,0,0,0,0,0,39.77,39.77,269.48,34.56,0.49,0.4,0.35,2.41,5.71,3.9,17.18,4.24,0,14.55,-1.73,1984-05-23,0.663795749095588,0.839089997744521,50.2,1.80366206364986,78.1,-2.44967942692616,19.4,0.811158798283262,1.14198714512829,69.4,0.326359832635983,0.385226282900782,49.4,0.406469760900141,0.72992700729927,0.0643101247789806,40.4,"Above Average","Below Average","Poor","Above Average","Good","Below Average",0.96875,0,0.484375,45.6
"Stan","Aldemir",28,FALSE,2021,20,3,13.1,3.1,0.2,0.65,0.7,1.5,0.6,0.75,0.05,0.3,1.35,0.55,0,0.35,0.5,0,0,0,1.15,0.8,0,0,0,0,0,0,0,0,0,23.04,23.04,78.24,10.72,0.62,0.7,0.35,3.86,15.49,10,7.26,1.88,0,12.37,2.1,1993-09-09,0.0721953943578477,0.537443806154909,45.2,-2.79365947777797,13.5,-1.9021576132058,25.7,1.57142857142857,-0.202014343870114,38.9,0.466666666666667,1.66192855239359,71.8,0.307692307692308,0.8,-3.90701682622144,4.6,"Below Average","Poor","Below Average","Below Average","Poor","Good",0.52445652173913,0,0.262228260869565,18.3
"Tornike","Aldridge",34,FALSE,2021,28,13,17.65,8.93,1.75,3.36,1.32,2.79,1.46,1.96,0.29,0.29,1.07,1.64,0,0.93,0.57,0,0,0.11,0.96,2.29,0,0,0,0,0,0,0,0,0,31.64,31.64,115.7,22.37,0.63,0.44,0.31,2.73,7.22,4.97,17.85,1.82,0.66,12.17,0.97,1987-05-13,0.176694618309068,2.80982720090931,78.6,-2.89038942689782,13,-2.37831901337989,20,1.76344086021505,1.35342616302941,73.1,0.473118279569892,2.978910075777,87.1,0.520833333333333,0.744897959183674,0.577089375492616,51.3,"Good","Above Average","Poor","Good","Poor","Great",0.497282608695652,0.449728260869565,0.473505434782609,43.5
"Barea","Alexander",22,FALSE,2021,2,0,12.05,1,0,1,0,1,1,1.5,0.5,0.5,1.5,0.5,0,1,0,0,0,0,2,0.5,0,0,0,0,0,0,0,0,0,21.82,21.82,873.38,14.76,0.19,0.5,0.75,6.2,19.09,9.84,5.69,0,0,27.32,-16.5,1999-02-23,0.108794846538137,-11.0426902340777,3.1,-0.681376607392213,36.8,-1.4287050531041,32.9,0.5,-3.77282836735047,5.8,0,-8.85709605674778,3.1,0,0.666666666666667,-9.32174819448691,0.4,"Poor","Poor","Below Average","Poor","Below Average","Poor",0,0,0,0
"Nuni","Alexander-Walker",31,FALSE,2020,105,43,20.91,8.93,0.63,1.28,2.3,5.73,0.76,0.87,0.13,0.17,1.47,0.83,0,0.82,0.45,0,0,0.14,2.52,0.76,0,0,0,0,0,0,0,0,0,37.19,37.19,87.17,18.85,0.6,0.81,0.12,1.86,9.85,5.91,8.64,1.09,0.72,10.37,-0.01,1990-05-06,0.406060323520908,2.05267474515197,69.4,1.08866019039458,68.5,-1.84874101416454,26.2,1.01219512195122,0.653958079270946,58.6,0.401396160558464,4.07248606593574,93.7,0.4921875,0.873563218390805,-0.774638756623699,26.5,"Above Average","Below Average","Below Average","Above Average","Above Average","Great",0.213315217391304,0.468070652173913,0.340692934782609,24.7
"Ebi","Alford",27,FALSE,2021,46,5,16.79,7.02,1.63,3.43,0.76,2.04,1.48,1.67,0.24,0.33,1.04,2.76,0,1.54,0.54,0,0,0.02,2.04,2.09,0,0,0,0,0,0,0,0,0,29.7,29.7,72.68,23.05,0.57,0.37,0.31,3.62,8.09,6.43,29.11,1.88,0.07,19.86,-2.27,1994-08-05,0.204028473650528,0.63373866095289,46.5,-0.513715533572685,40.8,-2.38325905669951,19.9,1.79220779220779,1.10237953596572,68.3,0.372549019607843,0.689938178637208,55.2,0.475218658892128,0.88622754491018,0.286244375025545,44.2,"Below Average","Below Average","Poor","Above Average","Below Average","Above Average",0.52445652173913,0.300271739130435,0.412364130434783,32.9
"Lanmuller","Alocen",32,FALSE,2021,14,10,25.14,9.5,1.86,4.21,1.21,3.14,2.14,2.57,0.21,0.79,2.64,2.57,0,1.36,1.57,0,0,0,2.29,2.64,0,0,0,0,0,0,0,0,0,48.31,48.31,99.5,18.13,0.56,0.43,0.35,5.5,13.24,7.77,14.29,3,0,13.78,1.81,1989-10-03,0.0592673553647613,1.24063377528276,55.9,0.0392846072099872,50.7,0.789620947395305,65.4,1.88970588235294,2.26348032841027,86.9,0.385350318471338,1.27353306353922,65.3,0.441805225653207,0.832684824902724,0.0807014473419966,40.5,"Above Average","Below Average","Above Average","Great","Above Average","Above Average",0.890625,0,0.4453125,38.7
"D'ercole","Alonso",28,FALSE,2021,210,181,18.82,7.38,2.84,4.27,0,0,1.69,2.42,0.19,2.1,3.42,0.41,0,1.03,0.36,0,0,0.68,2.88,2.5,0,0,0,0,0,0,0,0,0,33.6,33.6,94.73,16.64,0.69,0,0.58,15.19,23.67,18.88,4.58,1.17,3.65,16.68,1.95,1993-01-09,0.483701537416763,3.78708257101837,87.6,3.82628134037153,93.5,3.55448209178907,89.3,0.398058252427184,-1.40527392816011,18.9,NA,1.92855146116296,75.2,0.665105386416862,0.698347107438017,2.85060720285763,91.9,"Great","Great","Great","Poor","Great","Good",0.239130434782609,0.860054347826087,0.549592391304348,58.2
"Gladness","Alston",41,FALSE,2015,46,31,24.75,12.93,2.41,4.83,2.15,5.93,1.65,2.09,0.37,0.3,2.22,1.41,0,1.91,0.52,0,0,0.07,2.2,2.09,0,0,0,0,0,0,0,0,0,43.43,43.43,130.21,26.81,0.55,0.56,0.19,2.5,11.76,7.76,11.79,1.6,0.33,13.9,-1.53,1980-12-07,0.637676831880061,2.17668828595799,71,0.0545394712386583,51,-0.457514560776332,48,0.738219895287958,0.629895222123451,57.9,0.36256323777403,2.72748536905792,85,0.498964803312629,0.789473684210526,0.409142392066494,46.3,"Good","Below Average","Below Average","Above Average","Above Average","Great",0.396739130434783,0.355298913043478,0.37601902173913,28.5
"Lahaou","Alves",26,FALSE,2021,2,0,9.68,5.5,1.5,3,0.5,2.5,1,1,0.5,0.5,0,0.5,0,0.5,1,0,0,0,2,2.5,0,0,0,0,0,0,0,0,0,16.86,16.86,875.13,34.43,0.46,0.45,0.18,7.74,0,3.35,10.08,6.24,0,7.76,-5.09,1995-06-23,0.165929956603342,-2.66914204430993,17.3,-0.681376607392213,36.8,-3.91946893660319,6.3,1,0.808545400139803,62.2,0.2,-2.14472658012017,16.6,0.5,1,1.39210756928057,71.4,"Poor","Good","Poor","Above Average","Below Average","Poor",0.991847826086957,0,0.495923913043478,49
"Mahinmi","Amaize",19,FALSE,2021,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.83,1.83,1474.62,0,NA,NA,NA,0,0,0,0,0,0,NA,NA,2002-06-01,0.029046958774783,NA,NA,-5.65145394947635,0,-4.48040936598267,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor","Poor","Poor","Poor","Poor","Poor",0,0,0,0
"Devin","Aminu",24,FALSE,2021,7,3,12.82,3.43,1.57,2.29,0,0.57,0.29,0.29,0,0.57,0.57,0.57,0,1.14,0.43,0,0,0.14,1.86,1.29,0,0,0,0,0,0,0,0,0,23.26,23.26,104.98,15.79,0.57,0.2,0.1,6.94,7.11,5.53,8.69,1.69,1.4,27.7,-3.58,1997-01-19,0.0330904709419112,-0.61013737365752,31.8,-0.551465332493188,39.5,-2.89444700076041,14.7,0.5,-3.76495023678972,5.9,0,-0.660003943135618,31.6,0.685589519650655,1,3.19076053854292,93.7,"Below Average","Great","Poor","Poor","Below Average","Below Average",0.44633152173913,0.633152173913043,0.539741847826087,57.1
"Obi","Amundson",21,FALSE,2021,3,1,4.66,0,0,0,0,0,0,0,0,0.33,0.33,0,0,0,0,0,0,0,1.67,0.33,0,0,0,0,0,0,0,0,0,8.88,8.88,355.69,0,NA,NA,NA,8.82,8.31,8.87,0,0,0,NA,NA,2000-03-29,0.0132714786995611,NA,NA,-1.5014393688361,24.9,-3.56222062822241,8.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Poor","Poor","Poor","Poor","Poor","Poor",0,0,0,0
"Osby","Anderson",34,FALSE,2021,22,3,11.79,4.27,1.59,2.5,0,0,1.09,2.05,0.14,1.59,1.18,0.64,0,0.77,0.45,0,0,0.41,1.82,1.82,0,0,0,0,0,0,0,0,0,21.57,21.57,96.92,16.97,0.63,0,0.82,16.25,12.05,14.95,11.35,2.14,3.86,18.49,2.91,1987-08-15,0.13735365322983,1.19521374094148,55.4,0.270636734866034,54.3,-0.73721787886997,44,0.831168831168831,-1.5108873194073,17.9,NA,0.634273759013672,53.9,0.636,0.531707317073171,1.03530447242603,62.9,"Above Average","Above Average","Below Average","Poor","Above Average","Above Average",0.641983695652174,0.872282608695652,0.757133152173913,89.1
"Derrick","Andersson",20,FALSE,2021,29,9,8.05,3.24,1.28,2.17,0.14,0.34,0.28,0.34,0.34,0.76,0.79,0.24,0,0.48,0.21,0,0,0.03,1.14,0.59,0,0,0,0,0,0,0,0,0,14.3,14.3,115.29,19.42,0.61,0.14,0.14,13.32,12.63,14.24,7.32,1.25,0.38,15.23,-1.86,2001-01-05,0.0683059074397146,0.333567354749852,42.3,-2.71612057402162,14.1,-2.31597760134967,20.5,0.5,-1.30093830715531,20.2,0.411764705882353,0.451521407044868,51.1,0.589861751152074,0.823529411764706,0.472359668501379,48.2,"Below Average","Below Average","Poor","Poor","Poor","Above Average",0.262907608695652,0.366847826086957,0.314877717391304,22.3
"Suarez","Andriuskevicius",28,FALSE,2021,10,0,5.82,1.4,0.2,0.3,0.1,0.9,0.7,1,0,0.2,0.1,1.3,0,0.7,0.4,0,0,0.1,1.6,0.9,0,0,0,0,0,0,0,0,0,9.68,9.68,159.6,21.28,0.43,0.75,0.83,4.56,2.86,5.13,36.17,4.55,1.75,29.91,-4.18,1993-08-03,0.0714060519680942,-4.84687715797887,9.7,-1.33409444091982,26.8,-4.08998226866427,5.2,1.85714285714286,-3.2722356502268,7.4,0.111111111111111,-3.50236128475946,9.9,0.666666666666667,0.7,1.21380267606928,67,"Poor","Above Average","Poor","Poor","Below Average","Poor",0.974864130434783,0.699728260869565,0.837296195652174,95.7
"Kobi","Angley",29,FALSE,2019,35,20,22.43,11.4,3.57,6.46,0.69,1.89,2.2,2.86,0.2,0.51,2.46,1.69,0,1.83,0.77,0,0,0.29,2.2,2.89,0,0,0,0,0,0,0,0,0,40.32,40.32,137.22,24.95,0.6,0.23,0.34,2.82,12.68,9.63,14.37,1.96,1.73,16.06,0.12,1992-04-09,0.414305866617506,2.90848917564994,79.7,0.805394267994951,64.4,0.176602640922904,57.9,0.923497267759563,0.511505944203185,55.1,0.365079365079365,1.21274025533804,64.6,0.552631578947368,0.769230769230769,1.94506474847099,82.1,"Good","Good","Above Average","Above Average","Above Average","Above Average",0.567934782608696,0.695652173913043,0.63179347826087,72.6
"Luis","Angola",21,FALSE,2021,16,9,18.85,6.44,1.12,2.25,1.25,3.38,0.44,0.56,0.19,0.44,0.69,0.69,0,0.81,0.5,0,0,0,2.31,0.75,0,0,0,0,0,0,0,0,0,34.12,34.12,85.98,16.9,0.55,0.6,0.1,4.13,5.53,5.36,6.8,1.72,0,12.15,-3.55,2000-09-20,0.0632329890261993,-0.0719901164435578,37.2,0.0889853806308286,51.4,-2.84103040171915,15,0.851851851851852,0.0432790487514172,44.4,0.369822485207101,1.12886969853747,62.9,0.497777777777778,0.785714285714286,-0.944720150800283,23.7,"Below Average","Poor","Poor","Below Average","Above Average","Above Average",0.457880434782609,0,0.228940217391304,16.2
"Diaw","Anigbogu",24,FALSE,2021,34,8,15.79,6.29,2.79,3.94,0,0,0.71,1.15,0.09,1.35,2.71,0.82,0,0.71,0.56,0,0,0.79,2,1.06,0,0,0,0,0,0,0,0,0,28.36,28.36,72.15,15.73,0.71,0,0.29,12.63,21.72,18.01,10.37,2.19,5.07,13.52,6.39,1997-11-18,0.175621949192885,3.91418377799716,88.7,2.01487470823266,81,1.53410987619695,72,1.15492957746479,-0.0976801754659454,41.6,NA,2.35997736187939,81.3,0.708121827411168,0.617391304347826,2.01488911543375,83,"Great","Good","Good","Below Average","Good","Good",0.657608695652174,0.934103260869565,0.79585597826087,92.3
"Vasilije","Anthony",32,FALSE,2021,26,2,16.04,4.5,1.27,2.92,0.5,1.77,0.46,0.58,0.19,0.12,1.31,3.62,0,1.81,0.65,0,0,0,0.88,0.73,0,0,0,0,0,0,0,0,0,28.62,28.62,125.68,20.58,0.44,0.38,0.12,1.36,9.61,6.63,31.75,2.12,0,27.21,-3.78,1989-04-09,0.13886683279555,-3.52039392324855,13,-3.46461991895933,8.4,-2.17051653800906,22.3,2,0.571119606724447,56.8,0.282485875706215,-2.5761524808366,13.8,0.434931506849315,0.793103448275862,-1.821523732082,13.2,"Poor","Poor","Poor","Above Average","Poor","Poor",0.63383152173913,0,0.316915760869565,22.4
